match_key,minute,scoring_team,home_score_after,away_score_after
e4d54dea076b80f2,87,Home,3.0,2.0
ee038504133baea1,31,Home,1.0,0.0
ee038504133baea1,37,Away,1.0,1.0
e8334d8c12f4f46b,23,Home,1.0,0.0
e8334d8c12f4f46b,51,Away,1.0,1.0
e8334d8c12f4f46b,82,Home,2.0,1.0
88ec9d27d206408d,12,Home,1.0,0.0
88ec9d27d206408d,50,Home,2.0,0.0
88ec9d27d206408d,53,Away,2.0,1.0
2e965db570125f81,87,Away,0.0,1.0
00710ee9979c851a,7,Home,1.0,0.0
00710ee9979c851a,18,Away,1.0,1.0
00710ee9979c851a,52,Home,2.0,1.0
00710ee9979c851a,61,Home,3.0,1.0
00710ee9979c851a,71,Away,3.0,2.0
fff7c5f324299d57,27,Away,0.0,1.0
fff7c5f324299d57,59,Home,1.0,1.0
fff7c5f324299d57,59,Away,1.0,2.0
fff7c5f324299d57,85,Away,1.0,3.0
259a850b7fa544c2,30,Home,1.0,0.0
259a850b7fa544c2,31,Away,1.0,1.0
4bfad9823f72be56,27,Home,1.0,0.0
199b42d36a7392dc,47,Home,1.0,0.0
2998d9e92de0dd05,40,Home,1.0,0.0
2998d9e92de0dd05,45,Away,1.0,1.0
f156b99aa906e8e2,47,Home,1.0,0.0
f156b99aa906e8e2,74,Home,2.0,0.0
f156b99aa906e8e2,85,Home,3.0,0.0
ff6d457eea8e117e,15,Home,1.0,0.0
ff6d457eea8e117e,73,Away,1.0,1.0
ff6d457eea8e117e,81,Home,2.0,1.0
706d621a71d7af3f,36,Home,1.0,0.0
706d621a71d7af3f,43,Home,2.0,0.0
706d621a71d7af3f,55,Home,3.0,0.0
706d621a71d7af3f,66,Away,3.0,1.0
706d621a71d7af3f,79,Home,4.0,1.0
bb1ffbd07ce7fe8a,22,Away,0.0,1.0
bb1ffbd07ce7fe8a,32,Home,1.0,1.0
6c680c8dce13675a,27,Away,0.0,1.0
6c680c8dce13675a,54,Home,1.0,1.0
6c680c8dce13675a,69,Away,1.0,2.0
6c680c8dce13675a,87,Home,2.0,2.0
f04748a26532df60,10,Away,0.0,1.0
f04748a26532df60,47,Home,1.0,1.0
f04748a26532df60,71,Away,1.0,2.0
f04748a26532df60,81,Home,2.0,2.0
f55ec3aa4e849a86,11,Away,0.0,1.0
d1ccd4534522663f,22,Away,0.0,1.0
d1ccd4534522663f,64,Away,0.0,2.0
d1ccd4534522663f,79,Home,1.0,2.0
a38577035898d0d1,24,Away,0.0,1.0
a38577035898d0d1,71,Away,0.0,2.0
8358ca0c1c6740d8,11,Away,0.0,1.0
8358ca0c1c6740d8,66,Away,0.0,2.0
8358ca0c1c6740d8,71,Away,0.0,3.0
8358ca0c1c6740d8,83,Home,1.0,3.0
1b82709623bf2250,40,Away,0.0,1.0
1b82709623bf2250,60,Away,0.0,2.0
1b82709623bf2250,86,Away,0.0,3.0
3d0638526db53bb2,35,Away,0.0,1.0
b6c3e25314acb82d,51,Home,1.0,0.0
7612e7c8ceca6245,46,Home,1.0,0.0
fd100bdd6f1e521a,28,Away,0.0,1.0
fd100bdd6f1e521a,33,Home,1.0,1.0
b5e4056949cc30d5,27,Home,1.0,0.0
b5e4056949cc30d5,38,Away,1.0,1.0
b5e4056949cc30d5,58,Home,2.0,1.0
b5e4056949cc30d5,58,Home,3.0,1.0
b5e4056949cc30d5,75,Home,4.0,1.0
db241af23fe8c942,30,Away,0.0,1.0
db241af23fe8c942,33,Home,1.0,1.0
db241af23fe8c942,42,Home,2.0,1.0
db241af23fe8c942,73,Home,3.0,1.0
94834826b55c48ef,18,Home,1.0,0.0
94834826b55c48ef,29,Home,2.0,0.0
94834826b55c48ef,47,Home,3.0,0.0
94834826b55c48ef,63,Away,3.0,1.0
28d35075426d89ef,35,Home,1.0,0.0
28d35075426d89ef,43,Home,2.0,0.0
0e9d51421628780e,26,Away,0.0,1.0
0e9d51421628780e,32,Home,1.0,1.0
0e9d51421628780e,32,Home,2.0,1.0
0e9d51421628780e,68,Away,2.0,2.0
0e9d51421628780e,82,Away,2.0,3.0
87856ca90dd801f3,8,Away,0.0,1.0
87856ca90dd801f3,20,Away,0.0,2.0
87856ca90dd801f3,28,Home,1.0,2.0
b17e8ff8798d3bac,56,Home,1.0,0.0
98c5126a9f9e980e,19,Home,1.0,0.0
98c5126a9f9e980e,64,Home,2.0,0.0
98c5126a9f9e980e,71,Home,3.0,0.0
98c5126a9f9e980e,73,Home,4.0,0.0
