match_key,bet_type_name,bet_type_id,outcome_short_name,odds
b9251fb8db0bbf66,1X2,30083,1,1.33
b9251fb8db0bbf66,1X2,30083,X,4.91
b9251fb8db0bbf66,1X2,30083,2,9.63
b9251fb8db0bbf66,Mi-tps 1X2,30084,1,1.91
b9251fb8db0bbf66,Mi-tps 1X2,30084,X,2.25
b9251fb8db0bbf66,Mi-tps 1X2,30084,2,9.1
b9251fb8db0bbf66,Double Chance,30085,1X,1.03
b9251fb8db0bbf66,Double Chance,30085,X2,3.19
b9251fb8db0bbf66,Double Chance,30085,12,1.15
b9251fb8db0bbf66,Mi-tps DC,30086,1X,1.03
b9251fb8db0bbf66,Mi-tps DC,30086,X2,1.8
b9251fb8db0bbf66,Mi-tps DC,30086,12,1.58
b9251fb8db0bbf66,Score exact,30081,0-0,14.08
b9251fb8db0bbf66,Score exact,30081,0-1,26.15
b9251fb8db0bbf66,Score exact,30081,0-2,73.05
b9251fb8db0bbf66,Score exact,30081,0-3,100.0
b9251fb8db0bbf66,Score exact,30081,0-4,100.0
b9251fb8db0bbf66,Score exact,30081,0-5,100.0
b9251fb8db0bbf66,Score exact,30081,0-6,100.0
b9251fb8db0bbf66,Score exact,30081,1-0,8.73
b9251fb8db0bbf66,Score exact,30081,1-1,9.94
b9251fb8db0bbf66,Score exact,30081,1-2,27.89
b9251fb8db0bbf66,Score exact,30081,1-3,100.0
b9251fb8db0bbf66,Score exact,30081,1-4,100.0
b9251fb8db0bbf66,Score exact,30081,1-5,100.0
b9251fb8db0bbf66,Score exact,30081,2-0,7.15
b9251fb8db0bbf66,Score exact,30081,2-1,8.39
b9251fb8db0bbf66,Score exact,30081,2-2,24.75
b9251fb8db0bbf66,Score exact,30081,2-3,100.0
b9251fb8db0bbf66,Score exact,30081,2-4,100.0
b9251fb8db0bbf66,Score exact,30081,3-0,7.88
b9251fb8db0bbf66,Score exact,30081,3-1,11.33
b9251fb8db0bbf66,Score exact,30081,3-2,36.56
b9251fb8db0bbf66,Score exact,30081,3-3,100.0
b9251fb8db0bbf66,Score exact,30081,4-0,14.21
b9251fb8db0bbf66,Score exact,30081,4-1,20.95
b9251fb8db0bbf66,Score exact,30081,4-2,100.0
b9251fb8db0bbf66,Score exact,30081,5-0,31.52
b9251fb8db0bbf66,Score exact,30081,5-1,79.41
b9251fb8db0bbf66,Score exact,30081,6-0,100.0
b9251fb8db0bbf66,Mi-tps CS,30082,0-0,2.94
b9251fb8db0bbf66,Mi-tps CS,30082,0-1,12.28
b9251fb8db0bbf66,Mi-tps CS,30082,0-2,62.54
b9251fb8db0bbf66,Mi-tps CS,30082,0-3,100.0
b9251fb8db0bbf66,Mi-tps CS,30082,1-0,4.02
b9251fb8db0bbf66,Mi-tps CS,30082,1-1,7.47
b9251fb8db0bbf66,Mi-tps CS,30082,1-2,57.05
b9251fb8db0bbf66,Mi-tps CS,30082,2-0,5.86
b9251fb8db0bbf66,Mi-tps CS,30082,2-1,16.33
b9251fb8db0bbf66,Mi-tps CS,30082,3-0,12.81
b9251fb8db0bbf66,+/-,30087,> 0.5,1.01
b9251fb8db0bbf66,+/-,30087,< 0.5,14.87
b9251fb8db0bbf66,+/-,30087,> 1.5,1.18
b9251fb8db0bbf66,+/-,30087,< 1.5,4.72
b9251fb8db0bbf66,+/-,30087,> 2.5,1.65
b9251fb8db0bbf66,+/-,30087,< 2.5,2.21
b9251fb8db0bbf66,+/-,30087,> 3.5,2.96
b9251fb8db0bbf66,+/-,30087,< 3.5,1.38
b9251fb8db0bbf66,HT/FT,30089,1/1,1.96
b9251fb8db0bbf66,HT/FT,30089,1/X,35.04
b9251fb8db0bbf66,HT/FT,30089,1/2,100.0
b9251fb8db0bbf66,HT/FT,30089,X/1,3.9
b9251fb8db0bbf66,HT/FT,30089,X/X,6.34
b9251fb8db0bbf66,HT/FT,30089,X/2,20.89
b9251fb8db0bbf66,HT/FT,30089,2/1,34.07
b9251fb8db0bbf66,HT/FT,30089,2/X,34.7
b9251fb8db0bbf66,HT/FT,30089,2/2,17.92
b9251fb8db0bbf66,Total de buts,30090,0,14.08
b9251fb8db0bbf66,Total de buts,30090,1,6.55
b9251fb8db0bbf66,Total de buts,30090,2,3.93
b9251fb8db0bbf66,Total de buts,30090,3,3.5
b9251fb8db0bbf66,Total de buts,30090,4,4.82
