match_key,league,season_id,round_number,expected_start,home_team,away_team,home_score,away_score,odds_1,odds_X,odds_2,odds_dc_1x,odds_dc_x2,odds_dc_12,odds_over_2_5,odds_under_2_5,odds_btts_yes,odds_btts_no,over_2_5,btts,home_win,draw,away_win,first_goal_team,last_goal_minute,goal_timeline,had_odds
900a8db30b84ff3d,portuguese-league,164887,1,2026-09-09T07:27:30Z,Nacional,Famalicão,1,1,2.44,3.46,2.77,1.4,1.51,1.27,1.73,2.07,1.61,2.28,Non,Oui,Non,Oui,Non,Away,71,"[70, 71]",True
d63b92e752266cda,portuguese-league,164887,1,2026-09-09T07:27:30Z,Tondela,Estrela,2,0,1.97,2.65,5.65,1.11,1.77,1.44,3.62,1.28,2.97,1.38,Non,Non,Oui,Non,Non,Home,14,"[8, 14]",True
1b8272911af333d7,portuguese-league,164887,1,2026-09-09T07:27:30Z,Braga,Santa Clara,0,0,1.36,4.4,10.14,1.02,3.01,1.18,1.92,1.86,2.42,1.55,Non,Non,Non,Oui,Non,,,[],True
834a6e21ef5deacc,portuguese-league,164887,1,2026-09-09T07:27:30Z,Lisboa Red,Guimaraes,4,0,1.2,6.03,15.82,0.98,4.28,1.1,1.6,2.29,2.55,1.5,Oui,Non,Oui,Non,Non,Home,87,"[38, 68, 82, 87]",True
0dc2609145ddc48d,portuguese-league,164887,1,2026-09-09T07:27:30Z,Casa Pia,Estoril,3,0,2.17,3.09,3.62,1.25,1.64,1.33,2.25,1.63,1.96,1.82,Oui,Non,Oui,Non,Non,Home,54,"[36, 49, 54]",True
8556d596cc7bd189,portuguese-league,164887,1,2026-09-09T07:27:30Z,Arouca,Porto,0,1,4.67,3.19,1.88,1.86,1.16,1.32,2.3,1.6,2.09,1.72,Non,Non,Non,Non,Oui,Away,19,[19],True
f331397000c4dca4,portuguese-league,164887,1,2026-09-09T07:27:30Z,Moreirense,Lisboa Green,1,2,4.96,3.82,1.68,2.12,1.14,1.23,1.74,2.06,1.77,2.02,Oui,Oui,Non,Non,Oui,Away,66,"[35, 60, 66]",True
50aba5cf3210d397,portuguese-league,164887,1,2026-09-09T07:27:30Z,AFS,Alverca,2,0,3.01,3.03,2.52,1.48,1.35,1.35,2.26,1.62,1.92,1.85,Non,Non,Oui,Non,Non,Home,88,"[84, 88]",True
a94ab9aeebe88e98,portuguese-league,164887,1,2026-09-09T07:27:30Z,Rio Ave,Gil Vicente,3,1,1.78,3.38,4.93,1.15,1.97,1.28,2.1,1.71,2.0,1.78,Oui,Oui,Oui,Non,Non,Home,89,"[42, 43, 65, 89]",True
17525f4741e68677,portuguese-league,164887,3,2026-09-09T07:31:30Z,Moreirense,Arouca,3,0,2.32,3.07,3.3,1.3,1.56,1.34,2.22,1.64,1.92,1.86,Oui,Non,Oui,Non,Non,Home,86,"[82, 85, 86]",True
