match_key,league,season_id,round_number,expected_start,home_team,away_team,home_score,away_score,odds_1,odds_X,odds_2,odds_dc_1x,odds_dc_x2,odds_dc_12,odds_over_2_5,odds_under_2_5,odds_btts_yes,odds_btts_no,over_2_5,btts,home_win,draw,away_win,first_goal_team,last_goal_minute,goal_timeline,had_odds
c7814be88235922d,german-league,164756,1,2026-09-08T10:09:30Z,Berlin,Heidenheim,1,3,1.91,3.72,3.75,1.24,1.83,1.24,1.64,2.22,1.61,2.28,Oui,Oui,Non,Non,Oui,Away,77,"[32, 34, 40, 77]",True
a008198e42a7dca6,german-league,164756,1,2026-09-08T10:09:30Z,Frankfurt,Hambourg,0,1,1.18,7.35,13.14,1.0,4.63,1.06,1.29,3.51,1.98,1.8,Non,Non,Non,Non,Oui,Away,42,[42],True
78d0ce4f8074aee2,german-league,164756,1,2026-09-08T10:09:30Z,Dortmund,Stuttgart,3,2,1.41,5.45,5.92,1.1,2.79,1.12,1.25,3.85,1.49,2.58,Oui,Oui,Oui,Non,Non,Away,84,"[8, 29, 69, 76, 84]",True
2b9716e5e52e9531,german-league,164756,1,2026-09-08T10:09:30Z,Hoffenheim,Koln,2,3,1.9,4.73,3.12,1.33,1.84,1.16,1.18,4.63,1.28,3.61,Oui,Oui,Non,Non,Oui,Away,81,"[31, 40, 68, 69, 81]",True
877d0e9ec8a90a29,german-league,164756,1,2026-09-08T10:09:30Z,Munich,Mönchengladbach,3,2,1.17,8.4,11.99,1.01,4.85,1.04,1.19,4.6,1.86,1.91,Oui,Oui,Oui,Non,Non,Home,79,"[30, 42, 45, 77, 79]",True
210d837fb527ecff,german-league,164756,1,2026-09-08T10:09:30Z,Bremen,Pauli,0,0,2.26,3.35,3.14,1.32,1.59,1.29,1.86,1.91,1.7,2.12,Non,Non,Non,Oui,Non,,,[],True
d4772890b38d3a15,german-league,164756,1,2026-09-08T10:09:30Z,Leipzig,Freiburg,5,0,1.35,5.12,8.17,1.05,3.09,1.13,1.47,2.62,1.83,1.95,Oui,Non,Oui,Non,Non,Home,58,"[32, 44, 52, 56, 58]",True
1172076e9b8a33ca,german-league,164756,1,2026-09-08T10:09:30Z,Augsburg,Leverkusen,1,3,4.94,3.94,1.66,2.15,1.14,1.22,1.66,2.18,1.72,2.1,Oui,Oui,Non,Non,Oui,Home,68,"[20, 21, 28, 68]",True
8bd759547a7157f7,german-league,164756,1,2026-09-08T10:09:30Z,Mainz,Wolfsburg,0,0,1.99,3.61,3.57,1.26,1.76,1.25,1.69,2.13,1.63,2.25,Non,Non,Non,Oui,Non,,,[],True
00b82149d3febb3a,german-league,164756,2,2026-09-08T10:11:30Z,Wolfsburg,Augsburg,0,1,1.73,4.48,3.88,1.22,2.04,1.17,1.31,3.35,1.4,2.87,Non,Non,Non,Non,Oui,Away,60,[60],True
55c33de7e7fac4c9,german-league,164756,2,2026-09-08T10:11:30Z,Koln,Bremen,1,4,3.09,4.54,1.94,1.8,1.33,1.17,1.23,4.09,1.3,3.42,Oui,Oui,Non,Non,Oui,Away,73,"[33, 41, 61, 73, 73]",True
67dbfd71af157e82,german-league,164756,2,2026-09-08T10:11:30Z,Freiburg,Dortmund,1,1,2.2,4.03,2.81,1.39,1.62,1.21,1.38,3.0,1.39,2.95,Non,Oui,Non,Oui,Non,Home,52,"[14, 52]",True
492822eb186dd6c9,german-league,164756,2,2026-09-08T10:11:30Z,Mönchengladbach,Stuttgart,3,0,1.95,4.13,3.28,1.3,1.79,1.2,1.37,3.01,1.41,2.86,Oui,Non,Oui,Non,Non,Home,85,"[78, 79, 85]",True
