match_key,bet_type_name,bet_type_id,outcome_short_name,odds
a57d86bb4f087512,1X2,30083,1,1.55
a57d86bb4f087512,1X2,30083,X,3.85
a57d86bb4f087512,1X2,30083,2,6.4
a57d86bb4f087512,Mi-tps 1X2,30084,1,2.29
a57d86bb4f087512,Mi-tps 1X2,30084,X,1.98
a57d86bb4f087512,Mi-tps 1X2,30084,2,7.27
a57d86bb4f087512,Double Chance,30085,1X,1.09
a57d86bb4f087512,Double Chance,30085,X2,2.36
a57d86bb4f087512,Double Chance,30085,12,1.23
a57d86bb4f087512,Mi-tps DC,30086,1X,1.06
a57d86bb4f087512,Mi-tps DC,30086,X2,1.56
a57d86bb4f087512,Mi-tps DC,30086,12,1.74
a57d86bb4f087512,Score exact,30081,0-0,10.43
a57d86bb4f087512,Score exact,30081,0-1,17.43
a57d86bb4f087512,Score exact,30081,0-2,43.57
a57d86bb4f087512,Score exact,30081,0-3,100.0
a57d86bb4f087512,Score exact,30081,0-4,100.0
a57d86bb4f087512,Score exact,30081,0-5,100.0
a57d86bb4f087512,Score exact,30081,0-6,100.0
a57d86bb4f087512,Score exact,30081,1-0,7.61
a57d86bb4f087512,Score exact,30081,1-1,7.78
a57d86bb4f087512,Score exact,30081,1-2,19.62
a57d86bb4f087512,Score exact,30081,1-3,81.29
a57d86bb4f087512,Score exact,30081,1-4,100.0
a57d86bb4f087512,Score exact,30081,1-5,100.0
a57d86bb4f087512,Score exact,30081,2-0,7.73
a57d86bb4f087512,Score exact,30081,2-1,8.08
a57d86bb4f087512,Score exact,30081,2-2,21.34
a57d86bb4f087512,Score exact,30081,2-3,98.54
a57d86bb4f087512,Score exact,30081,2-4,100.0
a57d86bb4f087512,Score exact,30081,3-0,10.65
a57d86bb4f087512,Score exact,30081,3-1,13.62
a57d86bb4f087512,Score exact,30081,3-2,39.56
a57d86bb4f087512,Score exact,30081,3-3,100.0
a57d86bb4f087512,Score exact,30081,4-0,23.87
a57d86bb4f087512,Score exact,30081,4-1,31.86
a57d86bb4f087512,Score exact,30081,4-2,100.0
a57d86bb4f087512,Score exact,30081,5-0,67.63
a57d86bb4f087512,Score exact,30081,5-1,100.0
a57d86bb4f087512,Score exact,30081,6-0,100.0
a57d86bb4f087512,Mi-tps CS,30082,0-0,2.5
a57d86bb4f087512,Mi-tps CS,30082,0-1,9.77
a57d86bb4f087512,Mi-tps CS,30082,0-2,46.38
a57d86bb4f087512,Mi-tps CS,30082,0-3,100.0
a57d86bb4f087512,Mi-tps CS,30082,1-0,4.15
a57d86bb4f087512,Mi-tps CS,30082,1-1,7.21
a57d86bb4f087512,Mi-tps CS,30082,1-2,51.34
a57d86bb4f087512,Mi-tps CS,30082,2-0,7.75
a57d86bb4f087512,Mi-tps CS,30082,2-1,20.18
a57d86bb4f087512,Mi-tps CS,30082,3-0,21.69
a57d86bb4f087512,+/-,30087,> 0.5,1.03
a57d86bb4f087512,+/-,30087,< 0.5,11.02
a57d86bb4f087512,+/-,30087,> 1.5,1.26
a57d86bb4f087512,+/-,30087,< 1.5,3.71
a57d86bb4f087512,+/-,30087,> 2.5,1.91
a57d86bb4f087512,+/-,30087,< 2.5,1.87
a57d86bb4f087512,+/-,30087,> 3.5,3.78
a57d86bb4f087512,+/-,30087,< 3.5,1.26
a57d86bb4f087512,HT/FT,30089,1/1,2.44
a57d86bb4f087512,HT/FT,30089,1/X,28.65
a57d86bb4f087512,HT/FT,30089,1/2,100.0
a57d86bb4f087512,HT/FT,30089,X/1,4.08
a57d86bb4f087512,HT/FT,30089,X/X,4.87
a57d86bb4f087512,HT/FT,30089,X/2,13.56
a57d86bb4f087512,HT/FT,30089,2/1,38.5
a57d86bb4f087512,HT/FT,30089,2/X,29.42
a57d86bb4f087512,HT/FT,30089,2/2,12.11
a57d86bb4f087512,Total de buts,30090,0,10.43
a57d86bb4f087512,Total de buts,30090,1,5.3
a57d86bb4f087512,Total de buts,30090,2,3.56
a57d86bb4f087512,Total de buts,30090,3,3.63
a57d86bb4f087512,Total de buts,30090,4,5.69
a57d86bb4f087512,Total de buts,30090,5,11.93
a57d86bb4f087512,Total de buts,30090,6,50.63
a57d86bb4f087512,G/NG,30091,Oui,2.03
a57d86bb4f087512,G/NG,30091,Non,1.77
a57d86bb4f087512,Les deux équipes marquent / 1ère mi temps,30092,Oui,5.22
a57d86bb4f087512,Les deux équipes marquent / 1ère mi temps,30092,Non,1.15
a57d86bb4f087512,1X2 & Total,30093,1 / > 1.5,1.85
a57d86bb4f087512,1X2 & Total,30093,X / > 1.5,5.7
a57d86bb4f087512,1X2 & Total,30093,2 / > 1.5,9.46
a57d86bb4f087512,1X2 & Total,30093,1 / < 1.5,7.75
