match_key,league,season_id,round_number,expected_start,home_team,away_team,home_score,away_score,odds_1,odds_X,odds_2,odds_dc_1x,odds_dc_x2,odds_dc_12,odds_over_2_5,odds_under_2_5,odds_btts_yes,odds_btts_no,over_2_5,btts,home_win,draw,away_win,first_goal_team,last_goal_minute,goal_timeline,had_odds
f1e9f4585adcc350,coupe-du-monde,164780,1,2026-09-08T15:56:18Z,Scotland,Senegal,1,3,3.43,3.74,2.0,1.76,1.28,1.24,1.59,2.32,1.55,2.4,Oui,Oui,Non,Non,Oui,Home,71,"[17, 22, 54, 71]",True
7cda4779d2733d01,coupe-du-monde,164780,1,2026-09-08T15:56:18Z,Japan,Qatar,2,1,1.9,3.85,3.66,1.25,1.84,1.23,1.55,2.41,1.54,2.43,Oui,Oui,Oui,Non,Non,Away,55,"[20, 24, 55]",True
7a8ce8fe3d77733d,coupe-du-monde,164780,1,2026-09-08T15:56:18Z,Ghana,Argentina,1,2,7.58,5.53,1.34,3.14,1.06,1.12,1.33,3.22,1.66,2.18,Oui,Oui,Non,Non,Oui,Away,86,"[73, 81, 86]",True
f0cc22516ecc3035,coupe-du-monde,164780,1,2026-09-08T15:56:18Z,Egypt,Turkiye,1,4,2.41,3.67,2.69,1.43,1.52,1.25,1.56,2.38,1.5,2.53,Oui,Oui,Non,Non,Oui,Away,83,"[4, 32, 51, 74, 83]",True
711533d42d8bb5b2,coupe-du-monde,164780,1,2026-09-08T15:56:18Z,Netherlands,Paraguay,3,0,1.76,4.21,3.93,1.22,2.0,1.19,1.41,2.86,1.47,2.64,Oui,Non,Oui,Non,Non,Home,45,"[41, 44, 45]",True
1db884717370b795,coupe-du-monde,164780,1,2026-09-08T15:56:18Z,Uruguay,Morocco,3,1,3.25,3.26,2.24,1.6,1.3,1.3,1.97,1.81,1.77,2.01,Oui,Oui,Oui,Non,Non,Home,74,"[21, 55, 69, 74]",True
6cd4eaf6acd6ed7a,coupe-du-monde,164780,1,2026-09-08T15:56:18Z,Germany,Colombia,2,2,2.19,4.03,2.81,1.39,1.62,1.21,1.37,3.01,1.39,2.95,Oui,Oui,Non,Oui,Non,Home,75,"[25, 45, 75, 75]",True
fbeb7871d7a81684,coupe-du-monde,164780,1,2026-09-08T15:56:18Z,Australia,IR Iran,1,0,2.64,3.57,2.49,1.49,1.44,1.26,1.64,2.22,1.55,2.41,Non,Non,Oui,Non,Non,Home,73,[73],True
544721d61ab2b28c,coupe-du-monde,164780,1,2026-09-08T15:56:18Z,France,New Zealand,4,0,1.23,6.49,10.92,1.01,3.99,1.08,1.33,3.25,1.88,1.89,Oui,Non,Oui,Non,Non,Home,66,"[20, 29, 43, 66]",True
3d1ecf12b1cd5d90,coupe-du-monde,164780,1,2026-09-08T15:56:18Z,Belgium,Haiti,2,0,1.43,4.7,6.78,1.08,2.72,1.16,1.5,2.53,1.75,2.05,Non,Non,Oui,Non,Non,Home,90,"[80, 90]",True
f458289caf163375,coupe-du-monde,164780,1,2026-09-08T15:56:18Z,Cote d'Ivoire,Austria,2,0,2.83,3.74,2.28,1.58,1.39,1.24,1.53,2.47,1.48,2.59,Non,Non,Oui,Non,Non,Home,78,"[78, 78]",True
0af7418584100d07,coupe-du-monde,164780,1,2026-09-08T15:56:18Z,Saudi Arabia,Norway,4,2,4.3,4.19,1.7,2.08,1.19,1.19,1.46,2.68,1.52,2.47,Oui,Oui,Oui,Non,Non,Away,90,"[17, 26, 37, 70, 73, 90]",True
