match_key,league,season_id,round_number,expected_start,home_team,away_team,home_score,away_score,odds_1,odds_X,odds_2,odds_dc_1x,odds_dc_x2,odds_dc_12,odds_over_2_5,odds_under_2_5,odds_btts_yes,odds_btts_no,over_2_5,btts,home_win,draw,away_win,first_goal_team,last_goal_minute,goal_timeline,had_odds
af6d6dca4d14b4ce,italian-league,165009,1,2026-09-10T02:42:28Z,Fiorentina,Cagliari,0,0,1.41,4.35,8.38,1.04,2.81,1.18,1.8,1.98,2.14,1.69,Non,Non,Non,Oui,Non,,,[],True
ef2d11610d0142b7,italian-league,165009,1,2026-09-10T02:42:28Z,Napoli,Lazio,1,1,2.26,3.1,3.4,1.28,1.59,1.33,2.19,1.66,1.91,1.87,Non,Oui,Non,Oui,Non,Away,51,"[47, 51]",True
4ade56dba5d1cd3c,italian-league,165009,1,2026-09-10T02:42:28Z,Parma,Lecce,1,0,2.09,3.05,3.94,1.22,1.69,1.34,2.36,1.57,2.05,1.75,Non,Non,Oui,Non,Non,Home,75,[75],True
b8cc04329e9e9397,italian-league,165009,1,2026-09-10T02:42:28Z,Atalanta,Como,5,0,1.58,4.1,5.48,1.12,2.3,1.2,1.64,2.22,1.75,2.05,Oui,Non,Oui,Non,Non,Home,86,"[16, 22, 60, 76, 86]",True
e3327bcc5ae711ed,italian-league,165009,1,2026-09-10T02:42:28Z,Genoa,Roma,0,2,2.73,2.96,2.81,1.39,1.42,1.36,2.35,1.57,1.97,1.81,Non,Non,Non,Non,Oui,Away,86,"[36, 86]",True
945136ff3a2c4576,italian-league,165009,1,2026-09-10T02:42:28Z,Bologna,Cremonese,1,0,1.43,3.96,9.06,1.03,2.71,1.22,2.12,1.7,2.48,1.52,Non,Non,Oui,Non,Non,Home,20,[20],True
5241ce981665a821,italian-league,165009,1,2026-09-10T02:42:28Z,Torino,Pisa,1,1,1.85,2.72,6.56,1.08,1.89,1.42,3.62,1.28,3.13,1.35,Non,Oui,Non,Oui,Non,Home,66,"[62, 66]",True
0adde612b32b3a7b,italian-league,165009,1,2026-09-10T02:42:28Z,Milan Reds,Sassuolo,3,0,1.35,4.68,9.32,1.03,3.06,1.16,1.72,2.09,2.16,1.68,Oui,Non,Oui,Non,Non,Home,87,"[38, 41, 87]",True
3aa0c15000946851,italian-league,165009,1,2026-09-10T02:42:28Z,Milan Blues,Verona,2,0,1.28,4.97,12.45,1.0,3.49,1.14,1.8,1.99,2.52,1.51,Non,Non,Oui,Non,Non,Home,76,"[54, 76]",True
99ec0d61f84358da,italian-league,165009,1,2026-09-10T02:42:28Z,Udinese,Turin,0,0,3.53,3.05,2.23,1.6,1.26,1.34,2.29,1.6,1.97,1.81,Non,Non,Non,Oui,Non,,,[],True
afabfea296ae6f63,italian-league,165009,3,2026-09-10T02:46:28Z,Milan Reds,Cremonese,3,1,1.35,4.71,9.22,1.03,3.06,1.16,1.7,2.12,2.13,1.69,Oui,Oui,Oui,Non,Non,Home,88,"[4, 50, 54, 88]",True
c8587f4ecd3d4887,italian-league,165009,3,2026-09-10T02:46:28Z,Lecce,Lazio,1,0,5.63,3.24,1.74,2.02,1.11,1.31,2.39,1.56,2.27,1.62,Non,Non,Oui,Non,Non,Home,46,[46],True
1ff94f382a06140e,italian-league,165009,3,2026-09-10T02:46:28Z,Parma,Cagliari,3,0,1.77,3.47,4.85,1.15,1.99,1.27,2.0,1.79,1.93,1.85,Oui,Non,Oui,Non,Non,Home,74,"[16, 24, 74]",True
6a02cfcc56c6b6b9,italian-league,165009,3,2026-09-10T02:46:28Z,Genoa,Verona,2,0,2.0,3.02,4.37,1.18,1.75,1.35,2.5,1.52,2.17,1.67,Non,Non,Oui,Non,Non,Home,87,"[14, 87]",True
8e50dfb0470eb42b,italian-league,165009,3,2026-09-10T02:46:28Z,Udinese,Bologna,2,2,2.41,3.37,2.86,1.38,1.52,1.29,1.82,1.96,1.67,2.17,Oui,Oui,Non,Oui,Non,Home,55,"[41, 44, 45, 55]",True
56a1eec004f19e3f,italian-league,165009,3,2026-09-10T02:46:28Z,Torino,Sassuolo,1,0,2.12,2.53,5.21,1.13,1.67,1.48,3.97,1.24,3.06,1.36,Non,Non,Oui,Non,Non,Home,9,[9],True
6c5d82afd6a7a44d,italian-league,165009,3,2026-09-10T02:46:28Z,Pisa,Roma,2,2,3.51,2.64,2.52,1.48,1.27,1.44,3.16,1.34,2.43,1.54,Oui,Oui,Non,Oui,Non,Away,80,"[36, 41, 57, 80]",True
8b1407a331b49987,italian-league,165009,3,2026-09-10T02:46:28Z,Napoli,Como,0,0,1.7,3.48,5.42,1.12,2.08,1.27,2.08,1.73,2.04,1.75,Non,Non,Non,Oui,Non,,,[],True
93db271d65a629c1,italian-league,165009,3,2026-09-10T02:46:28Z,Fiorentina,Turin,2,0,2.28,3.09,3.36,1.29,1.58,1.33,2.2,1.65,1.91,1.86,Non,Non,Oui,Non,Non,Home,61,"[4, 61]",True
a6a0814e07b83ac3,italian-league,165009,3,2026-09-10T02:46:28Z,Milan Blues,Atalanta,2,2,1.91,3.55,3.93,1.22,1.83,1.26,1.79,1.99,1.72,2.1,Oui,Oui,Non,Oui,Non,Home,80,"[25, 64, 75, 80]",True
