match_key,bet_type_name,bet_type_id,outcome_short_name,odds
12e063a65fb33775,Mi-tps CS,30082,0-1,18.76
12e063a65fb33775,Mi-tps CS,30082,0-2,100.0
12e063a65fb33775,Mi-tps CS,30082,0-3,100.0
12e063a65fb33775,Mi-tps CS,30082,1-0,4.48
12e063a65fb33775,Mi-tps CS,30082,1-1,8.99
12e063a65fb33775,Mi-tps CS,30082,1-2,74.28
12e063a65fb33775,Mi-tps CS,30082,2-0,4.13
12e063a65fb33775,Mi-tps CS,30082,2-1,12.43
12e063a65fb33775,Mi-tps CS,30082,3-0,5.72
12e063a65fb33775,+/-,30087,> 0.5,0.98
12e063a65fb33775,+/-,30087,< 0.5,28.46
12e063a65fb33775,+/-,30087,> 1.5,1.06
12e063a65fb33775,+/-,30087,< 1.5,8.48
12e063a65fb33775,+/-,30087,> 2.5,1.3
12e063a65fb33775,+/-,30087,< 2.5,3.43
12e063a65fb33775,+/-,30087,> 3.5,1.96
12e063a65fb33775,+/-,30087,< 3.5,1.82
12e063a65fb33775,HT/FT,30089,1/1,1.49
12e063a65fb33775,HT/FT,30089,1/X,41.11
12e063a65fb33775,HT/FT,30089,1/2,100.0
12e063a65fb33775,HT/FT,30089,X/1,4.47
12e063a65fb33775,HT/FT,30089,X/X,11.2
12e063a65fb33775,HT/FT,30089,X/2,33.87
12e063a65fb33775,HT/FT,30089,2/1,34.77
12e063a65fb33775,HT/FT,30089,2/X,56.01
12e063a65fb33775,HT/FT,30089,2/2,34.5
12e063a65fb33775,Total de buts,30090,0,26.94
12e063a65fb33775,Total de buts,30090,1,11.43
12e063a65fb33775,Total de buts,30090,2,5.45
12e063a65fb33775,Total de buts,30090,3,3.66
12e063a65fb33775,Total de buts,30090,4,3.96
12e063a65fb33775,Total de buts,30090,5,4.99
12e063a65fb33775,Total de buts,30090,6,11.64
12e063a65fb33775,G/NG,30091,Oui,2.2
12e063a65fb33775,G/NG,30091,Non,1.65
12e063a65fb33775,Les deux équipes marquent / 1ère mi temps,30092,Oui,5.29
12e063a65fb33775,Les deux équipes marquent / 1ère mi temps,30092,Non,1.15
12e063a65fb33775,1X2 & Total,30093,1 / > 1.5,1.19
12e063a65fb33775,1X2 & Total,30093,X / > 1.5,10.79
12e063a65fb33775,1X2 & Total,30093,2 / > 1.5,23.31
12e063a65fb33775,1X2 & Total,30093,1 / < 1.5,15.14
12e063a65fb33775,1X2 & Total,30093,X / < 1.5,27.43
12e063a65fb33775,1X2 & Total,30093,2 / < 1.5,50.23
12e063a65fb33775,1X2 & Total,30093,1 / > 2.5,1.37
12e063a65fb33775,1X2 & Total,30093,X / > 2.5,29.25
12e063a65fb33775,1X2 & Total,30093,2 / > 2.5,28.08
12e063a65fb33775,1X2 & Total,30093,1 / < 2.5,5.55
12e063a65fb33775,1X2 & Total,30093,X / < 2.5,10.53
12e063a65fb33775,1X2 & Total,30093,2 / < 2.5,36.78
12e063a65fb33775,1X2 & Total,30093,1 / > 3.5,2.07
12e063a65fb33775,1X2 & Total,30093,X / > 3.5,29.25
12e063a65fb33775,1X2 & Total,30093,2 / > 3.5,80.18
12e063a65fb33775,1X2 & Total,30093,1 / < 3.5,2.35
12e063a65fb33775,1X2 & Total,30093,X / < 3.5,10.53
12e063a65fb33775,1X2 & Total,30093,2 / < 3.5,19.87
12e063a65fb33775,1X2 & G/NG,30094,1 gagne et les deux équipes marquent,2.84
12e063a65fb33775,1X2 & G/NG,30094,1 gagne et seulement  1  marque,1.75
12e063a65fb33775,1X2 & G/NG,30094,X et les deux équipes marquent,10.6
12e063a65fb33775,1X2 & G/NG,30094,X et aucun but,26.94
12e063a65fb33775,1X2 & G/NG,30094,2 gagne et les deux équipes marquent,29.47
12e063a65fb33775,1X2 & G/NG,30094,2 gagne et seulement 2 marque,33.32
12e063a65fb33775,Total equipe domicile,30095,> 0.5,1.0
12e063a65fb33775,Total equipe domicile,30095,< 0.5,15.74
12e063a65fb33775,Total equipe domicile,30095,> 1.5,1.18
12e063a65fb33775,Total equipe domicile,30095,< 1.5,4.78
12e063a65fb33775,Total equipe domicile,30095,> 2.5,1.63
12e063a65fb33775,Total equipe domicile,30095,< 2.5,2.24
12e063a65fb33775,Total equipe domicile,30095,> 3.5,2.92
12e063a65fb33775,Total equipe domicile,30095,< 3.5,1.39
12e063a65fb33775,Total equipe extérieur,30096,> 0.5,2.07
12e063a65fb33775,Total equipe extérieur,30096,< 0.5,1.73
12e063a65fb33775,Total equipe extérieur,30096,> 1.5,8.63
12e063a65fb33775,Total equipe extérieur,30096,< 1.5,1.06
12e063a65fb33775,Total equipe extérieur,30096,> 2.5,58.41
12e063a65fb33775,Total equipe extérieur,30096,< 2.5,0.96
12e063a65fb33775,Total equipe extérieur,30096,> 3.5,100.0
12e063a65fb33775,Total equipe extérieur,30096,< 3.5,0.94
12e063a65fb33775,G/NG equipe domicile,30097,Oui,1.0
12e063a65fb33775,G/NG equipe domicile,30097,Non,15.74
12e063a65fb33775,G/NG equipe extérieur,30098,Oui,2.07
12e063a65fb33775,G/NG equipe extérieur,30098,Non,1.73
12e063a65fb33775,Pair/Impair,30099,Impair,1.85
12e063a65fb33775,Pair/Impair,30099,Pair,1.86
12e063a65fb33775,Minute du premier but,30100,1-15,4.0
12e063a65fb33775,Minute du premier but,30100,16-30,2.73
12e063a65fb33775,Minute du premier but,30100,31-45,4.88
12e063a65fb33775,Minute du premier but,30100,46-60,7.71
12e063a65fb33775,Minute du premier but,30100,61-75,13.92
12e063a65fb33775,Minute du premier but,30100,76-90,16.44
12e063a65fb33775,Minute du premier but,30100,Pas de but,26.94
12e063a65fb33775,FTTS,30101,1,1.23
12e063a65fb33775,FTTS,30101,2,3.71
12e063a65fb33775,FTTS,30101,Pas de but,26.94
12e063a65fb33775,Multi-Buts,30102,"Le total de buts est de 0, 1 ou 2",3.31
12e063a65fb33775,Multi-Buts,30102,"Le total de buts est de 1, 2 ou 3",1.87
12e063a65fb33775,Multi-Buts,30102,"Le total de buts est de 2, 3 ou 4",1.44
12e063a65fb33775,Multi-Buts,30102,Le total de buts est supérieur à 4,3.55
12e063a65fb33775,2ème mi-tps - CS,30105,0-0,5.49
12e063a65fb33775,2ème mi-tps - CS,30105,0-1,16.92
12e063a65fb33775,2ème mi-tps - CS,30105,0-2,62.68
12e063a65fb33775,2ème mi-tps - CS,30105,0-3,100.0
12e063a65fb33775,2ème mi-tps - CS,30105,1-0,6.21
12e063a65fb33775,2ème mi-tps - CS,30105,1-1,8.51
12e063a65fb33775,2ème mi-tps - CS,30105,1-2,47.31
12e063a65fb33775,2ème mi-tps - CS,30105,2-0,4.19
12e063a65fb33775,2ème mi-tps - CS,30105,2-1,8.61
12e063a65fb33775,2ème mi-tps - CS,30105,3-0,4.24
de49ba1e9dded0e6,1X2,30083,1,2.44
de49ba1e9dded0e6,1X2,30083,X,3.62
de49ba1e9dded0e6,1X2,30083,2,2.68
de49ba1e9dded0e6,Mi-tps 1X2,30084,1,3.25
de49ba1e9dded0e6,Mi-tps 1X2,30084,X,2.03
de49ba1e9dded0e6,Mi-tps 1X2,30084,2,3.59
de49ba1e9dded0e6,Double Chance,30085,1X,1.43
de49ba1e9dded0e6,Double Chance,30085,X2,1.51
de49ba1e9dded0e6,Double Chance,30085,12,1.25
de49ba1e9dded0e6,Mi-tps DC,30086,1X,1.25
de49ba1e9dded0e6,Mi-tps DC,30086,X2,1.3
de49ba1e9dded0e6,Mi-tps DC,30086,12,1.7
de49ba1e9dded0e6,Score exact,30081,0-0,16.25
de49ba1e9dded0e6,Score exact,30081,0-1,14.29
de49ba1e9dded0e6,Score exact,30081,0-2,17.92
de49ba1e9dded0e6,Score exact,30081,0-3,30.66
de49ba1e9dded0e6,Score exact,30081,0-4,86.27
de49ba1e9dded0e6,Score exact,30081,0-5,100.0
de49ba1e9dded0e6,Score exact,30081,0-6,100.0
de49ba1e9dded0e6,Score exact,30081,1-0,13.58
de49ba1e9dded0e6,Score exact,30081,1-1,7.28
de49ba1e9dded0e6,Score exact,30081,1-2,9.33
de49ba1e9dded0e6,Score exact,30081,1-3,19.63
de49ba1e9dded0e6,Score exact,30081,1-4,57.94
de49ba1e9dded0e6,Score exact,30081,1-5,100.0
de49ba1e9dded0e6,Score exact,30081,2-0,16.11
de49ba1e9dded0e6,Score exact,30081,2-1,8.82
de49ba1e9dded0e6,Score exact,30081,2-2,11.99
de49ba1e9dded0e6,Score exact,30081,2-3,27.87
de49ba1e9dded0e6,Score exact,30081,2-4,100.0
de49ba1e9dded0e6,Score exact,30081,3-0,26.05
de49ba1e9dded0e6,Score exact,30081,3-1,17.52
de49ba1e9dded0e6,Score exact,30081,3-2,26.27
de49ba1e9dded0e6,Score exact,30081,3-3,100.0
de49ba1e9dded0e6,Score exact,30081,4-0,68.8
de49ba1e9dded0e6,Score exact,30081,4-1,48.61
de49ba1e9dded0e6,Score exact,30081,4-2,100.0
de49ba1e9dded0e6,Score exact,30081,5-0,100.0
de49ba1e9dded0e6,Score exact,30081,5-1,100.0
de49ba1e9dded0e6,Score exact,30081,6-0,100.0
de49ba1e9dded0e6,Mi-tps CS,30082,0-0,2.95
de49ba1e9dded0e6,Mi-tps CS,30082,0-1,6.18
de49ba1e9dded0e6,Mi-tps CS,30082,0-2,15.09
de49ba1e9dded0e6,Mi-tps CS,30082,0-3,55.23
de49ba1e9dded0e6,Mi-tps CS,30082,1-0,5.77
de49ba1e9dded0e6,Mi-tps CS,30082,1-1,5.37
de49ba1e9dded0e6,Mi-tps CS,30082,1-2,19.66
de49ba1e9dded0e6,Mi-tps CS,30082,2-0,13.02
de49ba1e9dded0e6,Mi-tps CS,30082,2-1,18.18
de49ba1e9dded0e6,Mi-tps CS,30082,3-0,44.07
de49ba1e9dded0e6,+/-,30087,> 0.5,1.0
de49ba1e9dded0e6,+/-,30087,< 0.5,17.17
de49ba1e9dded0e6,+/-,30087,> 1.5,1.15
de49ba1e9dded0e6,+/-,30087,< 1.5,5.15
de49ba1e9dded0e6,+/-,30087,> 2.5,1.6
de49ba1e9dded0e6,+/-,30087,< 2.5,2.3
de49ba1e9dded0e6,+/-,30087,> 3.5,2.87
de49ba1e9dded0e6,+/-,30087,< 3.5,1.41
de49ba1e9dded0e6,HT/FT,30089,1/1,4.1
de49ba1e9dded0e6,HT/FT,30089,1/X,19.83
de49ba1e9dded0e6,HT/FT,30089,1/2,39.67
de49ba1e9dded0e6,HT/FT,30089,X/1,6.08
de49ba1e9dded0e6,HT/FT,30089,X/X,5.2
de49ba1e9dded0e6,HT/FT,30089,X/2,6.47
de49ba1e9dded0e6,HT/FT,30089,2/1,38.74
de49ba1e9dded0e6,HT/FT,30089,2/X,20.53
de49ba1e9dded0e6,HT/FT,30089,2/2,4.66
de49ba1e9dded0e6,Total de buts,30090,0,16.25
de49ba1e9dded0e6,Total de buts,30090,1,6.96
de49ba1e9dded0e6,Total de buts,30090,2,3.92
de49ba1e9dded0e6,Total de buts,30090,3,3.43
de49ba1e9dded0e6,Total de buts,30090,4,4.6
de49ba1e9dded0e6,Total de buts,30090,5,8.38
de49ba1e9dded0e6,Total de buts,30090,6,32.0
de49ba1e9dded0e6,G/NG,30091,Oui,1.53
de49ba1e9dded0e6,G/NG,30091,Non,2.46
de49ba1e9dded0e6,Les deux équipes marquent / 1ère mi temps,30092,Oui,3.72
de49ba1e9dded0e6,Les deux équipes marquent / 1ère mi temps,30092,Non,1.26
de49ba1e9dded0e6,1X2 & Total,30093,1 / > 1.5,2.83
de49ba1e9dded0e6,1X2 & Total,30093,X / > 1.5,4.43
de49ba1e9dded0e6,1X2 & Total,30093,2 / > 1.5,3.14
de49ba1e9dded0e6,1X2 & Total,30093,1 / < 1.5,13.83
de49ba1e9dded0e6,1X2 & Total,30093,X / < 1.5,16.55
de49ba1e9dded0e6,1X2 & Total,30093,2 / < 1.5,14.55
de49ba1e9dded0e6,1X2 & Total,30093,1 / > 2.5,3.41
de49ba1e9dded0e6,1X2 & Total,30093,X / > 2.5,10.99
de49ba1e9dded0e6,1X2 & Total,30093,2 / > 2.5,3.79
de49ba1e9dded0e6,1X2 & Total,30093,1 / < 2.5,7.5
de49ba1e9dded0e6,1X2 & Total,30093,X / < 2.5,5.12
de49ba1e9dded0e6,1X2 & Total,30093,2 / < 2.5,8.09
de49ba1e9dded0e6,1X2 & Total,30093,1 / > 3.5,6.95
de49ba1e9dded0e6,1X2 & Total,30093,X / > 3.5,10.99
de49ba1e9dded0e6,1X2 & Total,30093,2 / > 3.5,7.9
de49ba1e9dded0e6,1X2 & Total,30093,1 / < 3.5,3.54
de49ba1e9dded0e6,1X2 & Total,30093,X / < 3.5,5.12
de49ba1e9dded0e6,1X2 & Total,30093,2 / < 3.5,3.83
de49ba1e9dded0e6,1X2 & G/NG,30094,1 gagne et les deux équipes marquent,4.16
de49ba1e9dded0e6,1X2 & G/NG,30094,1 gagne et seulement  1  marque,5.16
de49ba1e9dded0e6,1X2 & G/NG,30094,X et les deux équipes marquent,4.35
de49ba1e9dded0e6,1X2 & G/NG,30094,X et aucun but,16.25
de49ba1e9dded0e6,1X2 & G/NG,30094,2 gagne et les deux équipes marquent,4.53
de49ba1e9dded0e6,1X2 & G/NG,30094,2 gagne et seulement 2 marque,5.76
de49ba1e9dded0e6,Total equipe domicile,30095,> 0.5,1.19
de49ba1e9dded0e6,Total equipe domicile,30095,< 0.5,4.49
de49ba1e9dded0e6,Total equipe domicile,30095,> 1.5,2.13
de49ba1e9dded0e6,Total equipe domicile,30095,< 1.5,1.69
de49ba1e9dded0e6,Total equipe domicile,30095,> 2.5,5.44
de49ba1e9dded0e6,Total equipe domicile,30095,< 2.5,1.14
de49ba1e9dded0e6,Total equipe domicile,30095,> 3.5,20.58
de49ba1e9dded0e6,Total equipe domicile,30095,< 3.5,0.99
de49ba1e9dded0e6,Total equipe extérieur,30096,> 0.5,1.22
de49ba1e9dded0e6,Total equipe extérieur,30096,< 0.5,4.14
de49ba1e9dded0e6,Total equipe extérieur,30096,> 1.5,2.28
de49ba1e9dded0e6,Total equipe extérieur,30096,< 1.5,1.61
de49ba1e9dded0e6,Total equipe extérieur,30096,> 2.5,6.19
de49ba1e9dded0e6,Total equipe extérieur,30096,< 2.5,1.11
de49ba1e9dded0e6,Total equipe extérieur,30096,> 3.5,25.08
de49ba1e9dded0e6,Total equipe extérieur,30096,< 3.5,0.98
de49ba1e9dded0e6,G/NG equipe domicile,30097,Oui,1.19
de49ba1e9dded0e6,G/NG equipe domicile,30097,Non,4.49
de49ba1e9dded0e6,G/NG equipe extérieur,30098,Oui,1.22
de49ba1e9dded0e6,G/NG equipe extérieur,30098,Non,4.14
de49ba1e9dded0e6,Pair/Impair,30099,Impair,1.87
de49ba1e9dded0e6,Pair/Impair,30099,Pair,1.83
de49ba1e9dded0e6,Minute du premier but,30100,1-15,4.19
de49ba1e9dded0e6,Minute du premier but,30100,16-30,2.85
de49ba1e9dded0e6,Minute du premier but,30100,31-45,5.05
de49ba1e9dded0e6,Minute du premier but,30100,46-60,7.21
de49ba1e9dded0e6,Minute du premier but,30100,61-75,13.71
de49ba1e9dded0e6,Minute du premier but,30100,76-90,16.89
de49ba1e9dded0e6,Minute du premier but,30100,Pas de but,16.25
de49ba1e9dded0e6,FTTS,30101,1,1.85
de49ba1e9dded0e6,FTTS,30101,2,1.93
de49ba1e9dded0e6,FTTS,30101,Pas de but,16.25
de49ba1e9dded0e6,Multi-Buts,30102,"Le total de buts est de 0, 1 ou 2",2.21
de49ba1e9dded0e6,Multi-Buts,30102,"Le total de buts est de 1, 2 ou 3",1.47
de49ba1e9dded0e6,Multi-Buts,30102,"Le total de buts est de 2, 3 ou 4",1.33
de49ba1e9dded0e6,Multi-Buts,30102,Le total de buts est supérieur à 4,6.76
de49ba1e9dded0e6,2ème mi-tps - CS,30105,0-0,4.66
de49ba1e9dded0e6,2ème mi-tps - CS,30105,0-1,7.07
de49ba1e9dded0e6,2ème mi-tps - CS,30105,0-2,11.77
de49ba1e9dded0e6,2ème mi-tps - CS,30105,0-3,29.43
de49ba1e9dded0e6,2ème mi-tps - CS,30105,1-0,6.81
de49ba1e9dded0e6,2ème mi-tps - CS,30105,1-1,4.58
de49ba1e9dded0e6,2ème mi-tps - CS,30105,1-2,11.46
de49ba1e9dded0e6,2ème mi-tps - CS,30105,2-0,10.82
de49ba1e9dded0e6,2ème mi-tps - CS,30105,2-1,10.92
de49ba1e9dded0e6,2ème mi-tps - CS,30105,3-0,25.78
4002b6a02f430135,1X2,30083,1,1.18
4002b6a02f430135,1X2,30083,X,7.6
4002b6a02f430135,1X2,30083,2,12.91
4002b6a02f430135,Mi-tps 1X2,30084,1,1.52
4002b6a02f430135,Mi-tps 1X2,30084,X,3.04
4002b6a02f430135,Mi-tps 1X2,30084,2,10.78
4002b6a02f430135,Double Chance,30085,1X,1.0
4002b6a02f430135,Double Chance,30085,X2,4.69
4002b6a02f430135,Double Chance,30085,12,1.06
4002b6a02f430135,Mi-tps DC,30086,1X,1.01
4002b6a02f430135,Mi-tps DC,30086,X2,2.37
4002b6a02f430135,Mi-tps DC,30086,12,1.33
4002b6a02f430135,Score exact,30081,0-0,31.43
4002b6a02f430135,Score exact,30081,0-1,47.19
4002b6a02f430135,Score exact,30081,0-2,100.0
4002b6a02f430135,Score exact,30081,0-3,100.0
4002b6a02f430135,Score exact,30081,0-4,100.0
4002b6a02f430135,Score exact,30081,0-5,100.0
4002b6a02f430135,Score exact,30081,0-6,100.0
4002b6a02f430135,Score exact,30081,1-0,17.56
4002b6a02f430135,Score exact,30081,1-1,16.27
4002b6a02f430135,Score exact,30081,1-2,36.56
4002b6a02f430135,Score exact,30081,1-3,100.0
4002b6a02f430135,Score exact,30081,1-4,100.0
4002b6a02f430135,Score exact,30081,1-5,100.0
4002b6a02f430135,Score exact,30081,2-0,9.94
4002b6a02f430135,Score exact,30081,2-1,9.91
4002b6a02f430135,Score exact,30081,2-2,24.85
4002b6a02f430135,Score exact,30081,2-3,100.0
4002b6a02f430135,Score exact,30081,2-4,100.0
4002b6a02f430135,Score exact,30081,3-0,7.38
4002b6a02f430135,Score exact,30081,3-1,9.47
4002b6a02f430135,Score exact,30081,3-2,25.18
4002b6a02f430135,Score exact,30081,3-3,100.0
4002b6a02f430135,Score exact,30081,4-0,9.51
4002b6a02f430135,Score exact,30081,4-1,11.43
4002b6a02f430135,Score exact,30081,4-2,53.95
4002b6a02f430135,Score exact,30081,5-0,12.91
4002b6a02f430135,Score exact,30081,5-1,26.51
4002b6a02f430135,Score exact,30081,6-0,29.93
4002b6a02f430135,Mi-tps CS,30082,0-0,4.53
4002b6a02f430135,Mi-tps CS,30082,0-1,16.13
4002b6a02f430135,Mi-tps CS,30082,0-2,69.47
4002b6a02f430135,Mi-tps CS,30082,0-3,100.0
4002b6a02f430135,Mi-tps CS,30082,1-0,4.86
4002b6a02f430135,Mi-tps CS,30082,1-1,7.69
4002b6a02f430135,Mi-tps CS,30082,1-2,49.66
4002b6a02f430135,Mi-tps CS,30082,2-0,4.37
4002b6a02f430135,Mi-tps CS,30082,2-1,10.37
4002b6a02f430135,Mi-tps CS,30082,3-0,5.89
4002b6a02f430135,+/-,30087,> 0.5,0.97
4002b6a02f430135,+/-,30087,< 0.5,33.21
4002b6a02f430135,+/-,30087,> 1.5,1.05
4002b6a02f430135,+/-,30087,< 1.5,9.61
4002b6a02f430135,+/-,30087,> 2.5,1.26
4002b6a02f430135,+/-,30087,< 2.5,3.75
4002b6a02f430135,+/-,30087,> 3.5,1.85
4002b6a02f430135,+/-,30087,< 3.5,1.93
4002b6a02f430135,HT/FT,30089,1/1,1.55
4002b6a02f430135,HT/FT,30089,1/X,35.03
4002b6a02f430135,HT/FT,30089,1/2,100.0
4002b6a02f430135,HT/FT,30089,X/1,4.59
4002b6a02f430135,HT/FT,30089,X/X,11.35
4002b6a02f430135,HT/FT,30089,X/2,28.37
4002b6a02f430135,HT/FT,30089,2/1,28.83
4002b6a02f430135,HT/FT,30089,2/X,44.63
4002b6a02f430135,HT/FT,30089,2/2,25.59
4002b6a02f430135,Total de buts,30090,0,31.43
4002b6a02f430135,Total de buts,30090,1,12.8
4002b6a02f430135,Total de buts,30090,2,5.83
4002b6a02f430135,Total de buts,30090,3,3.75
4002b6a02f430135,Total de buts,30090,4,3.86
4002b6a02f430135,Total de buts,30090,5,4.63
4002b6a02f430135,Total de buts,30090,6,10.37
4002b6a02f430135,G/NG,30091,Oui,1.94
4002b6a02f430135,G/NG,30091,Non,1.84
4002b6a02f430135,Les deux équipes marquent / 1ère mi temps,30092,Oui,4.4
4002b6a02f430135,Les deux équipes marquent / 1ère mi temps,30092,Non,1.2
4002b6a02f430135,1X2 & Total,30093,1 / > 1.5,1.21
4002b6a02f430135,1X2 & Total,30093,X / > 1.5,9.49
4002b6a02f430135,1X2 & Total,30093,2 / > 1.5,16.79
4002b6a02f430135,1X2 & Total,30093,1 / < 1.5,17.88
4002b6a02f430135,1X2 & Total,30093,X / < 1.5,32.0
4002b6a02f430135,1X2 & Total,30093,2 / < 1.5,48.05
4002b6a02f430135,1X2 & Total,30093,1 / > 2.5,1.37
4002b6a02f430135,1X2 & Total,30093,X / > 2.5,22.23
4002b6a02f430135,1X2 & Total,30093,2 / > 2.5,19.91
4002b6a02f430135,1X2 & Total,30093,1 / < 2.5,6.46
4002b6a02f430135,1X2 & Total,30093,X / < 2.5,10.91
4002b6a02f430135,1X2 & Total,30093,2 / < 2.5,33.19
4002b6a02f430135,1X2 & Total,30093,1 / > 3.5,2.02
4002b6a02f430135,1X2 & Total,30093,X / > 3.5,22.23
4002b6a02f430135,1X2 & Total,30093,2 / > 3.5,49.19
4002b6a02f430135,1X2 & Total,30093,1 / < 3.5,2.58
4002b6a02f430135,1X2 & Total,30093,X / < 3.5,10.91
4002b6a02f430135,1X2 & Total,30093,2 / < 3.5,16.66
4002b6a02f430135,1X2 & G/NG,30094,1 gagne et les deux équipes marquent,2.56
4002b6a02f430135,1X2 & G/NG,30094,1 gagne et seulement  1  marque,1.96
4002b6a02f430135,1X2 & G/NG,30094,X et les deux équipes marquent,9.32
4002b6a02f430135,1X2 & G/NG,30094,X et aucun but,31.43
4002b6a02f430135,1X2 & G/NG,30094,2 gagne et les deux équipes marquent,21.13
4002b6a02f430135,1X2 & G/NG,30094,2 gagne et seulement 2 marque,28.99
4002b6a02f430135,Total equipe domicile,30095,> 0.5,1.0
4002b6a02f430135,Total equipe domicile,30095,< 0.5,15.93
4002b6a02f430135,Total equipe domicile,30095,> 1.5,1.18
4002b6a02f430135,Total equipe domicile,30095,< 1.5,4.78
4002b6a02f430135,Total equipe domicile,30095,> 2.5,1.64
4002b6a02f430135,Total equipe domicile,30095,< 2.5,2.23
4002b6a02f430135,Total equipe domicile,30095,> 3.5,2.94
4002b6a02f430135,Total equipe domicile,30095,< 3.5,1.39
4002b6a02f430135,Total equipe extérieur,30096,> 0.5,1.82
4002b6a02f430135,Total equipe extérieur,30096,< 0.5,1.95
4002b6a02f430135,Total equipe extérieur,30096,> 1.5,6.42
4002b6a02f430135,Total equipe extérieur,30096,< 1.5,1.11
4002b6a02f430135,Total equipe extérieur,30096,> 2.5,36.01
4002b6a02f430135,Total equipe extérieur,30096,< 2.5,0.97
4002b6a02f430135,Total equipe extérieur,30096,> 3.5,100.0
4002b6a02f430135,Total equipe extérieur,30096,< 3.5,0.95
4002b6a02f430135,G/NG equipe domicile,30097,Oui,1.0
4002b6a02f430135,G/NG equipe domicile,30097,Non,15.93
4002b6a02f430135,G/NG equipe extérieur,30098,Oui,1.82
4002b6a02f430135,G/NG equipe extérieur,30098,Non,1.95
4002b6a02f430135,Pair/Impair,30099,Impair,1.85
4002b6a02f430135,Pair/Impair,30099,Pair,1.86
4002b6a02f430135,Minute du premier but,30100,1-15,3.82
4002b6a02f430135,Minute du premier but,30100,16-30,2.65
4002b6a02f430135,Minute du premier but,30100,31-45,4.9
4002b6a02f430135,Minute du premier but,30100,46-60,8.16
4002b6a02f430135,Minute du premier but,30100,61-75,15.02
4002b6a02f430135,Minute du premier but,30100,76-90,18.02
4002b6a02f430135,Minute du premier but,30100,Pas de but,31.43
4002b6a02f430135,FTTS,30101,1,1.28
4002b6a02f430135,FTTS,30101,2,3.27
4002b6a02f430135,FTTS,30101,Pas de but,31.43
4002b6a02f430135,Multi-Buts,30102,"Le total de buts est de 0, 1 ou 2",3.62
4002b6a02f430135,Multi-Buts,30102,"Le total de buts est de 1, 2 ou 3",1.97
4002b6a02f430135,Multi-Buts,30102,"Le total de buts est de 2, 3 ou 4",1.46
4002b6a02f430135,Multi-Buts,30102,Le total de buts est supérieur à 4,3.26
4002b6a02f430135,2ème mi-tps - CS,30105,0-0,5.87
4002b6a02f430135,2ème mi-tps - CS,30105,0-1,15.25
4002b6a02f430135,2ème mi-tps - CS,30105,0-2,47.07
4002b6a02f430135,2ème mi-tps - CS,30105,0-3,100.0
4002b6a02f430135,2ème mi-tps - CS,30105,1-0,6.85
4002b6a02f430135,2ème mi-tps - CS,30105,1-1,7.9
4002b6a02f430135,2ème mi-tps - CS,30105,1-2,36.6
4002b6a02f430135,2ème mi-tps - CS,30105,2-0,4.43
4002b6a02f430135,2ème mi-tps - CS,30105,2-1,7.67
4002b6a02f430135,2ème mi-tps - CS,30105,3-0,4.3
fdacee4d1982eeaf,1X2,30083,1,2.09
fdacee4d1982eeaf,1X2,30083,X,3.9
fdacee4d1982eeaf,1X2,30083,2,3.07
fdacee4d1982eeaf,Mi-tps 1X2,30084,1,2.75
