match_key,league,season_id,round_number,expected_start,home_team,away_team,home_score,away_score,odds_1,odds_X,odds_2,odds_dc_1x,odds_dc_x2,odds_dc_12,odds_over_2_5,odds_under_2_5,odds_btts_yes,odds_btts_no,over_2_5,btts,home_win,draw,away_win,first_goal_team,last_goal_minute,goal_timeline,had_odds
840d2eee9d3c3520,french-league,164893,1,2026-09-09T08:38:30Z,Rennes,Lens,1,0,2.2,3.2,3.41,1.28,1.62,1.31,2.06,1.74,1.84,1.94,Non,Non,Oui,Non,Non,Home,56,[56],True
ed5d2ce9fedf0225,french-league,164893,1,2026-09-09T08:38:30Z,Auxerre,Nice,0,2,3.08,2.99,2.49,1.49,1.33,1.35,2.32,1.59,1.96,1.82,Non,Non,Non,Non,Oui,Away,90,"[62, 90]",True
04c910919a2b17d4,french-league,164893,1,2026-09-09T08:38:30Z,Monaco,Le Havre,1,1,1.48,4.6,5.93,1.1,2.54,1.16,1.47,2.64,1.66,2.19,Non,Oui,Non,Oui,Non,Home,89,"[83, 89]",True
cfbd0108656f281e,french-league,164893,1,2026-09-09T08:38:30Z,Toulouse,Angers,3,1,1.69,3.55,5.39,1.12,2.1,1.26,2.01,1.77,2.0,1.79,Oui,Oui,Oui,Non,Non,Home,86,"[9, 29, 75, 86]",True
e1749072235a3562,french-league,164893,1,2026-09-09T08:38:30Z,Brest,Paris SG,0,5,5.68,4.13,1.56,2.35,1.11,1.2,1.65,2.21,1.77,2.02,Oui,Non,Non,Non,Oui,Away,75,"[39, 40, 42, 52, 75]",True
c371639a8b5cfe51,french-league,164893,1,2026-09-09T08:38:30Z,Marseille,Nantes,2,1,1.39,4.72,7.67,1.06,2.87,1.16,1.58,2.35,1.88,1.89,Oui,Oui,Oui,Non,Non,Home,77,"[42, 71, 77]",True
4bb4f60f5371883f,french-league,164893,1,2026-09-09T08:38:30Z,Metz,Lorient,0,2,2.38,4.0,2.56,1.47,1.53,1.21,1.38,2.97,1.39,2.95,Non,Non,Non,Non,Oui,Away,37,"[2, 37]",True
09d95b3616df2450,french-league,164893,1,2026-09-09T08:38:30Z,Lille,Strasbourg,3,2,1.5,4.44,5.92,1.1,2.49,1.18,1.53,2.47,1.7,2.12,Oui,Oui,Oui,Non,Non,Home,82,"[15, 41, 58, 80, 82]",True
b8790493c50900d6,french-league,164893,1,2026-09-09T08:38:30Z,Lyon,Paris FC,4,0,1.78,3.75,4.31,1.19,1.97,1.24,1.7,2.13,1.69,2.14,Oui,Non,Oui,Non,Non,Home,72,"[2, 38, 66, 72]",True
fed5fa82ef105f2c,french-league,164893,2,2026-09-09T08:40:30Z,Nice,Rennes,2,1,1.75,3.51,4.91,1.15,2.01,1.27,1.97,1.81,1.92,1.86,Oui,Oui,Oui,Non,Non,Home,72,"[30, 58, 72]",True
187e543383be95a8,french-league,164893,2,2026-09-09T08:40:30Z,Lorient,Nantes,1,3,2.27,3.44,3.05,1.34,1.59,1.28,1.77,2.01,1.65,2.21,Oui,Oui,Non,Non,Oui,Away,89,"[44, 45, 60, 89]",True
7b6eb4f6443dddfa,french-league,164893,2,2026-09-09T08:40:30Z,Lens,Toulouse,2,1,1.88,3.48,4.16,1.2,1.86,1.27,1.89,1.89,1.79,1.99,Oui,Oui,Oui,Non,Non,Home,50,"[29, 39, 50]",True
fe1843f25b55b1ee,french-league,164893,2,2026-09-09T08:40:30Z,Angers,Metz,1,2,1.86,3.87,3.77,1.23,1.88,1.22,1.55,2.41,1.55,2.41,Oui,Oui,Non,Non,Oui,Away,79,"[11, 56, 79]",True
af90667e11efb102,french-league,164893,2,2026-09-09T08:40:30Z,Auxerre,Lille,1,4,3.22,2.87,2.5,1.49,1.31,1.38,2.56,1.49,2.1,1.71,Oui,Oui,Non,Non,Oui,Away,81,"[40, 41, 45, 66, 81]",True
513db2d17f13f0e8,french-league,164893,2,2026-09-09T08:40:30Z,Strasbourg,Lyon,2,3,2.4,3.63,2.72,1.42,1.53,1.25,1.59,2.32,1.52,2.48,Oui,Oui,Non,Non,Oui,Home,85,"[26, 41, 54, 65, 85]",True
b5912e55b4faf838,french-league,164893,2,2026-09-09T08:40:30Z,Le Havre,Marseille,0,3,5.92,4.14,1.54,2.39,1.1,1.2,1.67,2.17,1.81,1.97,Oui,Non,Non,Non,Oui,Away,71,"[31, 41, 71]",True
c35b62715cc8d6cc,french-league,164893,2,2026-09-09T08:40:30Z,Paris FC,Brest,2,2,2.37,3.32,2.97,1.36,1.54,1.29,1.88,1.89,1.7,2.11,Oui,Oui,Non,Oui,Non,Home,84,"[13, 39, 56, 84]",True
6f223f47af408417,french-league,164893,2,2026-09-09T08:40:30Z,Paris SG,Monaco,3,1,1.69,4.64,3.94,1.22,2.09,1.16,1.27,3.7,1.37,3.02,Oui,Oui,Oui,Non,Non,Away,83,"[6, 59, 76, 83]",True
e818f2c25c0f2b67,french-league,164893,5,2026-09-09T08:46:30Z,Brest,Rennes,1,0,2.04,3.49,3.54,1.26,1.73,1.27,1.78,2.0,1.68,2.15,Non,Non,Oui,Non,Non,Home,25,[25],True
afd2f8b87ddabe71,french-league,164893,5,2026-09-09T08:46:30Z,Lorient,Lens,0,4,4.42,3.5,1.82,1.92,1.18,1.27,1.9,1.87,1.83,1.95,Oui,Non,Non,Non,Oui,Away,77,"[19, 42, 65, 77]",True
6fe9e191ae6a1998,french-league,164893,5,2026-09-09T08:46:30Z,Paris SG,Paris FC,4,1,1.45,4.63,6.54,1.08,2.66,1.16,1.51,2.51,1.74,2.06,Oui,Oui,Oui,Non,Non,Home,90,"[21, 42, 50, 52, 90]",True
e1daede2491eabe4,french-league,164893,5,2026-09-09T08:46:30Z,Monaco,Auxerre,4,0,1.41,5.04,6.55,1.08,2.8,1.14,1.38,2.96,1.64,2.23,Oui,Non,Oui,Non,Non,Home,77,"[36, 38, 59, 77]",True
a65aa786ba5b67e2,french-league,164893,5,2026-09-09T08:46:30Z,Nantes,Nice,0,3,3.81,3.2,2.06,1.71,1.23,1.31,2.13,1.69,1.91,1.87,Oui,Non,Non,Non,Oui,Away,83,"[44, 81, 83]",True
0adbd73916bf0788,french-league,164893,5,2026-09-09T08:46:30Z,Metz,Lille,3,1,3.62,3.62,1.97,1.78,1.25,1.25,1.7,2.13,1.63,2.24,Oui,Oui,Oui,Non,Non,Home,50,"[30, 33, 35, 50]",True
f109299200183157,french-league,164893,5,2026-09-09T08:46:30Z,Marseille,Angers,3,1,1.24,5.83,12.6,1.0,3.91,1.1,1.53,2.47,2.22,1.64,Oui,Oui,Oui,Non,Non,Away,76,"[14, 63, 64, 76]",True
0b396d2b476668e9,french-league,164893,5,2026-09-09T08:46:30Z,Le Havre,Strasbourg,3,1,3.42,3.49,2.08,1.69,1.28,1.27,1.78,2.01,1.67,2.17,Oui,Oui,Oui,Non,Non,Home,83,"[2, 50, 67, 83]",True
db1dcd8759f30ca3,french-league,164893,5,2026-09-09T08:46:30Z,Toulouse,Lyon,1,2,2.83,3.59,2.34,1.55,1.39,1.26,1.63,2.23,1.55,2.41,Oui,Oui,Non,Non,Oui,Away,80,"[25, 46, 80]",True
2fcbbdb8645cdc8e,french-league,164893,7,2026-09-09T08:50:30Z,Paris FC,Strasbourg,1,0,2.27,3.31,3.15,1.32,1.58,1.29,1.91,1.87,1.73,2.08,Non,Non,Oui,Non,Non,Home,28,[28],True
